LONCOD,LATCOD,CDCODE,year_x,school,city,state,address,urbanrural,race,killed_x,injured_x,victims,type,NCESSCH,month_year_x,uid,nces_school_id,nces_district_id,district_name,date,school_year,year_y,time,day_of_week,school_type,enrollment,killed_y,injured_y,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,month_year_y
-96.878968,32.181129,4806.0,2018,Italy High School,Italy,Texas,300 College St,rural,WHITE,0,1,1,High School,482445002740.0,2018-01,204,482445002740,4824450.0,Italy ISD,2018-01-22,2017-2018,2018,7:53 AM,Monday,public,288,0,1,1,targeted,16.0,m,w,student,0.0,,,,,,,,141.0,43.0,94,0.0,0.0,0.0,10.0,0,semi-automatic .380 caliber handgun,,32.181129,-96.878968,29.21,6,12,173,Ellis County,48,48139,42.0,2018-01
-88.332917,36.912835,2101.0,2018,Marshall County High School,Benton,Kentucky,416 High School Road,rural,WHITE,2,14,16,High School,210381000976.0,2018-01,206,210381000976,2103810.0,Marshall County,2018-01-23,2017-2018,2018,7:57 AM,Tuesday,public,1384,2,14,16,indiscriminate,15.0,m,w,student,0.0,,,,,,,,1353.0,1.0,14,2.0,3.0,0.0,11.0,1,handgun,stepfather's bedroom,36.912835,-88.332917,73.1,9,12,584,Marshall County,21,21157,42.0,2018-01
-80.268717,26.304429,1222.0,2018,Marjory Stoneman Douglas High School,Parkland,Florida,5901 Pine Island Rd,suburbtown,WHITE,17,14,31,High School,120018002721.0,2018-02,209,120018002721,1200180.0,Broward,2018-02-14,2017-2018,2018,2:21 PM,Wednesday,public,3158,17,17,34,indiscriminate,19.0,m,w,former student (expelled),0.0,,,,,,,,1871.0,364.0,623,210.0,17.0,2.0,71.0,1,Smith & Wesson M&P15,legally purchased by shooter,26.304483,-80.269365,129.0,9,12,710,Broward County,12,12011,21.0,2018-02
-76.487496,38.247434,2405.0,2018,Great Mills High School,Great Mills,Maryland,21130 Great Mills Rd,suburbtown,WHITE,1,1,2,High School,240060001224.0,2018-03,215,240060001224,2400600.0,St. Mary's County Public Schools,2018-03-20,2017-2018,2018,7:55 AM,Tuesday,public,1535,1,1,2,targeted,17.0,m,w,student,1.0,suicide,,,,,,,657.0,577.0,121,76.0,4.0,1.0,99.0,1,Glock semi-automatic handgun,father,38.24743,-76.4875,86.3,9,12,554,St. Mary's County,24,24037,23.0,2018-03
-82.066682,29.14362,1203.0,2018,Forest High School,Ocala,Florida,5000 SE Maricamp Rd,suburbtown,WHITE,0,1,1,High School,120126001271.0,2018-04,216,120126001271,1201260.0,Marion,2018-04-20,2017-2018,2018,8:39 AM,Friday,public,2181,0,1,1,indiscriminate,19.0,m,,former student,0.0,,,,,,,,1396.0,336.0,298,24.0,16.0,2.0,109.0,1,shotgun,,29.14362,-82.066682,101.0,9,12,1048,Marion County,12,12083,22.0,2018-04
-118.175852,34.592148,625.0,2018,Highland High School,Palmdale,California,39055 25th St W,suburbtown,HISP,0,1,1,High School,60282009515.0,2018-05,218,060282009515,602820.0,Antelope Valley Union High,2018-05-11,2017-2018,2018,7:05 AM,Friday,public,2931,0,1,1,targeted,14.0,m,,student,0.0,,,,,,,,462.0,453.0,1742,159.0,19.0,5.0,91.0,0,rifle,,34.591755,-118.175561,126.42,9,12,1717,Los Angeles County,6,6037,21.0,2018-05
-95.141171,29.392106,4814.0,2018,Santa Fe High School,Santa Fe,Texas,16000 Hwy 6,suburbtown,WHITE,10,13,23,High School,483927004473.0,2018-05,220,483927004473,4839270.0,Santa Fe ISD,2018-05-18,2017-2018,2018,7:30 AM,Friday,public,1462,10,13,23,indiscriminate,17.0,m,w,student,0.0,,,,,,,,1136.0,10.0,278,8.0,9.0,1.0,20.0,1,Remington 870 shotgun and a .38-caliber revolver,,29.393257,-95.143149,83.38,9,12,287,Galveston County,48,48167,22.0,2018-05
-86.031354,40.077165,1805.0,2018,Noblesville West Middle School,Noblesville,Indiana,19900 Hague Rd,suburbtown,WHITE,0,2,2,Middle School,180765000639.0,2018-05,221,180765000639,1807650.0,Noblesville Schools,2018-05-25,2017-2018,2018,9:06 AM,Friday,public,1354,0,2,2,targeted,13.0,m,,student,0.0,,,,,,,,1179.0,28.0,82,22.0,0.0,1.0,42.0,1,".22 caliber gun, .45 caliber gun",,40.07825,-86.029001,64.0,6,8,268,Hamilton County,18,18057,21.0,2018-05
-86.598953,36.047367,4705.0,2018,Antioch High School,Antioch,Tennessee,1900 Hobson Pike,urban,BLACK,0,1,1,High School,470318001257.0,2018-08,257,060285000207,602850.0,Antioch Unified,2020-02-19,2019-2020,2020,9:30 AM,Wednesday,public,2061,0,0,0,targeted,15.0,m,,,,,,,,,,,319.0,421.0,1092,103.0,14.0,32.0,80.0,0,,,38.0063,-121.8163,87.84,9,12,1460,Contra Costa County,6,6013,21.0,2020-02
-80.691593,35.120282,3709.0,2018,Butler High School,Matthews,North Carolina,1810 Matthews Mint Hill Rd,suburbtown,WHITE,1,0,1,High School,370297002324.0,2018-10,227,370297002324,3702970.0,Charlotte-Mecklenburg Schools,2018-10-29,2018-2019,2018,7:00 AM,Monday,public,2133,1,0,1,targeted,16.0,m,b,student,0.0,,,,,,,,860.0,681.0,410,86.0,9.0,1.0,86.0,1,.380 pistol,stolen,35.1203,-80.6916,114.21,9,12,876,Mecklenburg County,37,37119,21.0,2018-10
-76.382449,36.826811,5103.0,2018,Simonsdale Elementary School,Portsmouth,Virginia,4841 Clifford St,urban,WHITE,0,1,1,Elementary School,510300001257.0,2018-11,228,510300001257,5103000.0,Portsmouth City Pblc Schs,2018-11-20,2018-2019,2018,3:45 PM,Tuesday,public,702,0,1,1,accidental,29.0,m,b,parent of student,0.0,,,,,,,,432.0,217.0,24,6.0,0.0,1.0,22.0,0,handgun,,36.82682,-76.36628,41.0,KG,5,351,Portsmouth City,51,51740,13.0,2018-11
