Incident_ID,Date,Quarter,School,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
19730105NCSOS,1973-01-05,Winter,South Iredell High School,Statesville,NC,High,Basketball Court,No,Sport Event,,No,No,No,No
19730118CAJOL,1973-01-18,Winter,John Marshall High School,Los Angeles,CA,High,Parking Lot,No,Sport Event,,No,No,No,No
19730131NCCUB,1973-01-31,Winter,Cumming High School,Burlington,NC,High,Inside School Building,Yes,Lunch,12:00 PM,No,No,No,No
19730212ALBOM,1973-02-12,Winter,Booker T. Washington High School,Montgomery,AL,High,Gym,No,Evening,5:15 PM,No,No,,No
19730226VAARR,1973-02-26,Winter,Armstrong High School,Richmond,VA,High,Inside School Building,Yes,School Start,8:00 AM,No,No,No,No
19730405CALOL,1973-04-05,Spring,Locke High School,Los Angeles,CA,High,ND,Yes,,,No,No,Yes,No
19730501OHRAY,1973-05-01,Spring,Rayen High School,Youngtown,OH,High,Parking Lot,Yes,,,No,No,No,No
19730928CAWIL,1973-09-28,Fall,Wilson High School,Los Angeles,CA,High,Beside Building,Yes,Morning Classes,10:30 AM,No,No,No,No
19731002ILELA,1973-10-02,Fall,Elmhurst Wood Park Community High School,Almwood Park,IL,High,Hallway; Beside Building,Yes,Afternoon Classes,,No,Yes,No,No
19731019MOBES,1973-10-19,Fall,Beaumont High School,St. Louis,MO,High,Inside School Building,Yes,Dismissal,,No,No,Yes,No
19731023OHBAB,1973-10-23,Fall,Barberton High School,Barberton,OH,High,Office,Yes,Lunch,12:00 PM,No,No,No,No
19731023MOSUS,1973-10-23,Fall,Sumner High School,St. Louis,MO,High,Parking Lot,Yes,Afternoon Classes,1:00 PM,No,No,Yes,No
19731024MNCEM,1973-10-24,Fall,Central High School,Minneapolis,MN,High,Outside on School Property,Yes,,,No,No,No,No
19731031MONOS,1973-10-31,Fall,Northwestern High School,St. Louis,MO,High,Beside Building,Yes,,,No,No,,No
19731108ILWOC,1973-11-08,Fall,Woodell Phillips High School,Chicago,IL,High,Entryway,Yes,Morning Classes,10:00 AM,No,No,No,No
19731109CALOL,1973-11-09,Fall,Long Beach Polytechnic High School,Los Angeles,CA,High,Front of School,,,,No,,Yes,No
19731206CAFRL,1973-12-06,Winter,Fremont High School,Los Angeles,CA,High,Hallway,Yes,,,No,No,Yes,No
19731213OHHUC,1973-12-13,Winter,Hughes High School,Cincinnati,OH,High,Hallway,Yes,Afternoon Classes,1:10 PM,No,No,No,No
19740117ILBAC,1974-01-17,Winter,Barton Elementary School,Chicago,IL,Elementary,Office,Yes,,,,No,No,Yes
19740122CALOL,1974-01-22,Winter,Locke High School,Los Angeles,CA,High,Football Field/Track,Yes,,,No,No,Yes,No
19740207CAJAO,1974-02-07,Winter,James Madison Junior High School,Oakland,CA,Junior High,Hallway,Yes,Lunch,,No,No,No,No
19740322INBRB,1974-03-22,Spring,Brownstown Central High School,Brownstown,IN,High,Parking Lot,Yes,School Start,8:00 AM,No,No,No,Yes
19740402CTSTB,1974-04-02,Spring,St. Stephen's Parochial School,Bridgeport,CT,Other,Classroom,Yes,Afternoon Classes,1:15 PM,No,,No,No
19740510TNCHR,1974-05-10,Spring,Church Hill High School,Rogersville,TN,High,Parking Lot,No,Evening,,No,No,No,No
19740519FLHIO,1974-05-19,Spring,Highlands Elementary School,Orlando,FL,Elementary,Outside on School Property,No,Not a School Day,,No,Yes,No,No
19740923CAJED,1974-09-23,Fall,Jefferson High School,Daly City,CA,High,Bathroom,Yes,,,,No,No,No
19740925CASAL,1974-09-25,Fall,San Fernando High School,Los Angeles,CA,High,ND,Yes,,,,,No,No
19741007LADEH,1974-10-07,Fall,Destrehan High School,Hahnville,LA,High,Parking Lot (Bus),Yes,After School,,No,No,No,No
19741021MDDOB,1974-10-21,Fall,Douglass High School,Baltimore,MD,High,Inside School Building,Yes,Lunch,,No,No,No,No
19741118SCCAC,1974-11-18,Fall,C A Brown High School,Charleston,SC,High,Outside on School Property,Yes,Dismissal,3:00 PM,No,No,Yes,No
19741121ARBOL,1974-11-21,Fall,Booker Junior High School,Little Rock,AR,Junior High,Cafeteria,Yes,Lunch,1:30 PM,No,No,No,No
19741125SCCAC,1974-11-25,Fall,C A Brown High School,Charleston,SC,High,Outside on School Property,No,After School,3:00 PM,No,No,Yes,No
19741218CAMAL,1974-12-18,Winter,Manual Arts High School,Los Angeles,CA,High,ND,Yes,Lunch,12:00 PM,No,No,Yes,No
19741230NYOLO,1974-12-30,Winter,Olean High School,Olean,NY,High,Classroom,No,After School,3:00 PM,No,No,No,Yes
19750207NYBOM,1975-02-07,Winter,Board of Cooperative Educational Services,Mineola,NY,Other,Inside School Building,Yes,Afternoon Classes,,No,No,No,No
19750224NJSTP,1975-02-24,Winter,St. James School,Penns Grove,NJ,K-8,Classroom,Yes,Morning Classes,null,null,No,No,Yes
19750312TXJOH,1975-03-12,Spring,Jones High School,Houston,TX,High,Courtyard,Yes,Afternoon Classes,,No,No,No,No
19750318MOSUS,1975-03-18,Spring,Sumner High School,St. Louis,MO,High,Inside School Building,Yes,Lunch,,No,No,No,Yes
19750321VAFAR,1975-03-21,Spring,Fairmount Elementary School,Richmond,VA,Elementary,Playground,Yes,Lunch,12:00 PM,No,No,No,No
19750321OHPAD,1975-03-21,Spring,Patterson Cooperative High School,Dayton,OH,High,Classroom,Yes,Before School,,No,No,No,Yes
19750515MOROS,1975-05-15,Spring,Rock Junior High School,St. Louis,MO,Junior High,Office,Yes,Afternoon Classes,12:30 PM,No,No,No,No
19750527MIPID,1975-05-27,Spring,Pitcher School,Detroit,MI,Elementary,Outside on School Property,No,After School,,No,No,No,No
19750709ILDEC,1975-07-09,Summer,Dett Elementary School,Chicago,IL,Elementary,Beside Building,Yes,Before School,8:15 AM,No,Yes,No,No
19750711MOCES,1975-07-11,Summer,Central High School,St. Louis,MO,High,School Bus,Yes,School Start,7:35 AM,No,No,No,No
19750911OKGRO,1975-09-11,Fall,Grant High School,Oklahoma City,OK,High,Inside School Building,Yes,,,No,No,No,No
19751001NMHEA,1975-10-01,Fall,Hermosa Elementary School,Artesia,NM,Elementary,Classroom,Yes,Before School,8:00 AM,No,No,No,No
19751024GAMUA,1975-10-24,Fall,Murphy High School,Atlanta,GA,High,Office,Yes,Morning Classes,,No,No,No,No
19751218CAORS,1975-12-18,Winter,Orange High School,Santa Ana,CA,High,Beside Building,Yes,Lunch,12:00 PM,No,No,No,No
19760101AZCAP,1976-01-01,Winter,Camelback High School,Phoenix,AZ,High,Outside on School Property,No,Before School,,No,No,No,No
19760123OHCOC,1976-01-23,Winter,Columbus Central High School,Columbus,OH,High,Office,Yes,Afternoon Classes,2:20 PM,,,No,No
19760206FLESP,1976-02-06,Winter,Escambia High School,Pensacola,FL,High,Outside on School Property,Yes,Afternoon Classes,,No,No,No,No
19760212MIMUD,1976-02-12,Winter,Murray-Wright High School,Detroit,MI,High,Hallway,Yes,,,No,Yes,No,No
19760412TXODF,1976-04-12,Spring,O D Wyatt High School,Fort Worth,TX,High,Hallway,Yes,Afternoon Classes,,,No,No,No
19760513MOMAS,1976-05-13,Spring,Mark Twain School,St. Louis,MO,Elementary,Cafeteria,Yes,Lunch,,No,No,No,No
19760514FLPAW,1976-05-14,Spring,Palm Beach Gardens High School,West Palm Beach,FL,High,Outside on School Property,Yes,Lunch,12:00 PM,No,No,No,No
19760602MDMTC,1976-06-02,Summer,Mt. Savage High School,Cumberland,MD,High,Classroom,Yes,Morning Classes,11:45 AM,,No,No,No
19760920NCGUG,1976-09-20,Fall,Guildord County School Bus,Greensboro,NC,,School Bus,Yes,,,No,No,No,No
19761110MIBUD,1976-11-10,Fall,Burt Elementary School,Detroit,MI,Elementary,Classroom,Yes,Morning Classes,,No,Yes,No,No
19761210MOFRS,1976-12-10,Winter,Fremont School,St. Louis,MO,Elementary,Inside School Building,Yes,Morning Classes,,No,No,No,No
19770113ILOLB,1977-01-13,Winter,Old Main Eisenhower High School,Blue Island,IL,High,Gym,Yes,Morning Classes,7:30 AM,No,No,No,No
19770209ILFEC,1977-02-09,Winter,Fenger High School,Chicago,IL,High,Hallway,Yes,Afternoon Classes,,No,No,No,No
19770228TXHOA,1977-02-28,Winter,Horace Mann Junior High School,Amarillo,TX,Junior High,Inside School Building,Yes,,,No,No,No,No
19770228MOROS,1977-02-28,Winter,Roosevelt High School,St. Louis,MO,High,ND,Yes,Unknown,,No,No,No,No
19770308ILCOE,1977-03-08,Spring,Collinsville High School,Edwardsville,IL,High,Hallway,Yes,Lunch,12:35 PM,No,No,No,No
19770321NYPAH,1977-03-21,Spring,Parochial School,Hamburg,NY,Other,Field (General),Yes,,,No,No,No,No
19770407TXWHW,1977-04-07,Spring,Whitharral High School,Whitharral,TX,High,Beside Building,Yes,Morning Classes,9:00 AM,No,No,No,Yes
19770418TNPIN,1977-04-18,Spring,Pioneer Christian Academy,Nashville,TN,Other,Parking Lot,Yes,School Start,9:00 AM,No,Yes,No,No
19770517FLSTC,1977-05-17,Spring,Stone Middle School,Cocoa,FL,Middle,Playground,No,Sport Event,8:15 PM,,,No,No
19770622ILHOC,1977-06-22,Summer,Holy Trinity High School,Chicago,IL,High,Beside Building,Yes,,,No,No,No,No
19770711COSOC,1977-07-11,Summer,South Junior High School,Colorado Springs,CO,Junior High,Beside Building,No,Not a School Day,,No,No,No,No
19771129MOHAS,1977-11-29,Fall,Hazelwood Central Senior High School,St. Louis,MO,High,Outside on School Property,No,School Event,7:05 PM,,,No,
19771129MOVAS,1977-11-29,Fall,Vashon High School,St. Louis,MO,High,Hallway,Yes,,,,,No,No
19771209CAPES,1977-12-09,Winter,Petaluma McNear Elementary,Santa Rosa,CA,Elementary,Office,Yes,,,No,Yes,No,No
19771212FLWEW,1977-12-12,Winter,West Orange High School,Winter Garden,FL,High,Office,No,After School,4:00 PM,No,No,No,No
19771215MABLC,1977-12-15,Winter,Blue Hills Vocational High School,Canton,MA,High,Classroom,Yes,,,,No,No,Yes
19780111KYCHH,1978-01-11,Winter,Christian County Middle School,Hopkinsville,KY,Middle,Hallway,Yes,Morning Classes,8:10 AM,,No,No,No
19780209WVHAS,1978-02-09,Winter,Hayes Junior High School,St. Albans,WV,Junior High,Hallway,Yes,Morning Classes,8:00 AM,Yes,No,No,No
19780222MIEVL,1978-02-22,Winter,Everett High School,Lansing,MI,High,Hallway,Yes,Afternoon Classes,3:00 PM,Yes,No,No,No
19780309CAMOS,1978-03-09,Spring,Monroe Elementary School,Santa Rosa,CA,Elementary,Classroom,Yes,Morning Classes,,No,No,No,No
19780329TNGAN,1978-03-29,Spring,Gallatin Junior High School,Nashville,TN,Junior High,Office,No,After School,,No,No,No,No
19780414MIFOD,1978-04-14,Spring,Fordson High School,Detroit,MI,High,Gym,Yes,Afternoon Classes,1:30 PM,,,,No
19780426TXPAD,1978-04-26,Spring,Paul Dunbar Elementary School,Dallas,TX,Elementary,Office,Yes,Afternoon Classes,,No,No,No,No
19780428ILRIN,1978-04-28,Spring,Ridgewood High School,Norridge,IL,High,Beside Building,No,School Event,10:30 PM,,No,No,No
19780518TXMUA,1978-05-18,Spring,Murchison Junior High School,Austin,TX,Junior High,Classroom,Yes,Morning Classes,9:00 AM,No,No,No,Yes
19780519PADOP,1978-05-19,Spring,Downtown Junior High School,Philadelphia,PA,Junior High,School Bus,Yes,Afternoon Classes,,,,,
19780607DEDOD,1978-06-07,Summer,Dover Air High,Dover,DE,High,Off School Property,No,School Event,,No,No,No,No
19780610MAWEW,1978-06-10,Summer,Weymouth South High School,Weymouth,MA,High,Auditorium,No,School Event,,No,No,No,No
19781017ALLAL,1978-10-17,Fall,Lanett Junior High School,Lanett,AL,Junior High,Office,Yes,Afternoon Classes,,No,No,No,No
19781017MOUNU,1978-10-17,Fall,University City High School,University City,MO,High,Beside Building,Yes,Morning Classes,10:15 AM,No,No,No,No
19781129NYPAN,1978-11-29,Fall,Park West High School,New York,NY,High,Classroom,Yes,Afternoon Classes,12:30 PM,No,No,No,No
19781214CTWIN,1978-12-14,Winter,Wilbur Cross High School,New Haven,CT,High,Office,Yes,,,No,No,No,No
19790129CAGRS,1979-01-29,Winter,Grover Cleveland Elementary School,San Diego,CA,Elementary,Off School Property,Yes,School Start,8:30 AM,No,No,No,No
19790226CABAB,1979-02-26,Winter,Barstow High School,Barstow,CA,High,Courtyard,Yes,Morning Classes,null,Yes,No,No,Yes
19700226CABAB,1979-02-26,Winter,Barstow High School,Barstow,CA,High,Courtyard,Yes,Morning Classes,null,Yes,No,No,Yes
19790314FLMCM,1979-03-14,Spring,McArthur High School North,Miami,FL,High,Parking Lot,Yes,Dismissal,2:20 PM,No,No,No,No
19790328CALOL,1979-03-28,Spring,Los Angeles High School,Los Angeles,CA,High,Classroom,Yes,Dismissal,2:20 PM,No,No,No,No
19790416WIWIM,1979-04-16,Spring,Wisconsin Lutheran High School,Milwaukee,WI,High,Beside Building,No,Night,,No,No,No,No
19790425PAMAH,1979-04-25,Spring,Martin L. Mattei Junior High School,Hughestown,PA,Junior High,Field (General),Yes,Afternoon Classes,,No,No,No,No
19790426TXAZA,1979-04-26,Spring,Azle Junior High School,Azle,TX,High,Beside Building,Yes,After School,3:30 PM,No,No,No,No
19790614OHNEN,1979-06-14,Summer,New Carlisle Elementary School,New Carlisle,OH,Elementary,Outside on School Property,No,After School,,No,No,No,No
19790926LACAN,1979-09-26,Fall,Carter G. Woodson Middle School,New Orleans,LA,Middle,Field (General),Yes,Lunch,11:50 AM,No,No,No,No
19790928MACHC,1979-09-28,Fall,Charlestown High School,Charlestown,MA,High,Football Field/Track,No,Sport Event,,No,No,No,No
19791023MOOFS,1979-10-23,Fall,O Fallen Technical High School,St. Louis,MO,High,Inside School Building,Yes,Morning Classes,,No,No,No,No
19791105INWAI,1979-11-05,Fall,Washington High School,Indianapolis,IN,High,Beside Building,Yes,Dismissal,,,No,,No
19791130TXUNL,1979-11-30,Fall,Unknown School,Lewisville,TX,,Inside School Building,Yes,,,,,,
19791203MDEAB,1979-12-03,Winter,Eastern High School,Baltimore,MD,High,Cafeteria,Yes,Lunch,,No,No,Yes,No
19791221MOBLS,1979-12-21,Winter,Blewett Middle School,St. Louis,MO,Middle,Hallway,Yes,Morning Classes,,No,No,No,No
19800107ARSTS,1980-01-07,Winter,Stamps High School,Stamps,AR,High,Classroom,Yes,Morning Classes,9:02 AM,,No,No,No
19800129VALAW,1980-01-29,Winter,Lafayette High School,Williamsburg,VA,High,Other,Yes,Morning Classes,8:05 AM,,No,No,No
19800201DCLAW,1980-02-01,Winter,Langdon Elementary School,"Washington, DC",DC,Elementary,Bathroom,Yes,Morning Classes,9:00 AM,No,No,No,No
19800207TXVAL,1980-02-07,Winter,Valley View Elementary School,Longview,TX,Elementary,Inside School Building,Yes,Morning Classes,10:30 AM,No,No,No,No
19800211INARI,1980-02-11,Winter,Arsenal Technical High School,Indianapolis,IN,High,Outside on School Property,Yes,Lunch,12:50 PM,No,No,No,No
19800215MSHUM,1980-02-15,Winter,Hughes School,McComb,MS,Other,Outside on School Property,Yes,Afternoon Classes,1:40 PM,No,Yes,No,No
19800320TXJLD,1980-03-20,Spring,J Leslie Patton School,Dallas,TX,High,Entryway,No,After School,3:33 PM,,Yes,No,No
19800331MDFRB,1980-03-31,Spring,Frederick Douglass Senior High School,Baltimore,MD,High,Hallway,Yes,School Start,9:00 AM,No,No,No,No
19800417VACAC,1980-04-17,Spring,Capeville Elementary School,Capeville,VA,Elementary,Office,Yes,Morning Classes,10:15 AM,No,Yes,No,No
19800530NYCLB,1980-05-30,Spring,Clara Barton High School,Brooklyn,NY,High,Classroom,Yes,Morning Classes,9:30 AM,No,No,No,No
19800902CAWHL,1980-09-02,Fall,Whittier High School,Los Angeles,CA,High,Football Field/Track,No,After School,,,No,Yes,No
19800908FLFOJ,1980-09-08,Fall,Forrest High School,Jacksonville,FL,High,Parking Lot,Yes,,,No,No,No,No
19800910DCSPW,1980-09-10,Fall,Springarn High School,Washington,DC,High,Auditorium,Yes,Morning Classes,10:30 AM,No,No,No,No
19800911ALJOM,1980-09-11,Fall,John S. Shaw High School,Mobile,AL,High,Office,Yes,,,No,No,No,No
19800926CTBRB,1980-09-26,Fall,Bridgeport Central High School,Bridgeport,CT,High,Beside Building,Yes,School Start,8:55 AM,No,Yes,No,No
19801013ALCET,1980-10-13,Fall,Central High School,Tuscaloosa,AL,High,ND,No,After School,,,No,No,No
19801031ALHUH,1980-10-31,Fall,Hueytown High School,Hueytown,AL,High,Classroom,Yes,,,,No,No,No
19801117TXEAF,1980-11-17,Fall,Eastern Hills High School,Fort Worth,TX,High,Parking Lot,Yes,Lunch,12:00 PM,,No,No,No
19801212OHLOL,1980-12-12,Winter,Longfellow Junior HIgh School,Lorain,OH,Junior High,Classroom,Yes,School Start,9:00 AM,,No,No,
19801212ALPAB,1980-12-12,Winter,Parker High School,Birmingham,AL,High,Hallway,Yes,Dismissal,3:00 PM,No,No,,No
19810121OHWIB,1981-01-21,Winter,Willetts Middle School,Brunswick,OH,Junior High,Classroom,Yes,Before School,9:30 AM,,No,No,No
19810122MDFRB,1981-01-22,Winter,Francis M. Wood Senior High School,Baltimore,MD,High,Inside School Building,Yes,Afternoon Classes,2:00 PM,No,No,No,No
19810210ARLIL,1981-02-10,Winter,Little Rock Hall High School,Little Rock,AR,High,Parking Lot,Yes,Before School,,No,,No,No
19810210CAMAL,1981-02-10,Winter,Manuel Arts High School,Los Angeles,CA,High,Courtyard,Yes,Lunch,11:50 AM,No,No,Yes,No
19810303INMAI,1981-03-03,Spring,Marshall High School ,Indianapolis,IN,High,Hallway,Yes,Morning Classes,8:40 AM,,No,No,No
19810328FLDIF,1981-03-28,Spring,Dillard High School,Fort Lauderdale,FL,High,Beside Building,No,School Event,9:00 PM,No,No,No,No
19810402OHALC,1981-04-02,Spring,Alexander Hamilton Junior High School,Cleveland,OH,Junior High,Bathroom,Yes,Before School,7:45 AM,No,No,No,No
19810407MSPOP,1981-04-07,Spring,Poplarville High School,Poplarville,MS,High,Beside Building,Yes,Sport Event,,No,No,,No
19810515LANEN,1981-05-15,Spring,New Iberia Junior HIgh School,New Iberia,LA,Junior High,Inside School Building,Yes,Before School,8:00 AM,No,Yes,No,No
19810901PAWIP,1981-09-01,Fall,William Longstreth Elementary School,Philadelphia,PA,Elementary,Basketball Court,No,Evening,8:30 PM,No,No,Yes,No
19810904NMHOS,1981-09-04,Fall,Hobbs High School,Santa Fe,NM,High,Beside Building,Yes,Morning Classes,10:15 AM,,No,,No
19810908FLSTW,1981-09-08,Fall,Stuart Middle School,West Palm Beach,FL,Middle,Classroom,Yes,,,,,No,No
19810913MDABA,1981-09-13,Fall,Aberdeen High School,Aberdeen,MD,High,,No,Not a School Day,,N/A,N/A,N/A,N/A
19811013CTHAH,1981-10-13,Fall,Hartford Public High School,Hartford,CT,High,Inside School Building,Yes,Morning Classes,10:30 AM,,,No,No
19811209NYGEB,1981-12-09,Winter,George W. Wingate High School,Brooklyn,NY,High,Outside on School Property,,,,No,No,No,No
19811216TXUNH,1981-12-16,Winter,Unnamed school,Houston,TX,High,Hallway,Yes,Morning Classes,7:45 AM,No,No,No,No
19811223NYJAB,1981-12-23,Winter,James Madison High School,Brooklyn,NY,High,Hallway,Yes,Morning Classes,10:00 AM,No,No,No,No
19820205TNHAM,1982-02-05,Winter,Hamilton High School,Memphis,TN,High,Gym,No,Sport Event,,No,No,No,No
19820208MADOD,1982-02-08,Winter,Dorchester High School,Dorchester,MA,High,Inside School Building,Yes,Dismissal,1:45 PM,No,No,No,No
19820209LAJON,1982-02-09,Winter,John McDonough Senior High,New Orleans,LA,High,Hallway,Yes,Lunch,1:10 PM,,,No,No
19820315ORSPS,1982-03-15,Spring,Springfield High School,Springfield,OR,High,Classroom,Yes,Morning Classes,8:30 AM,,,No,
19820317OHLOL,1982-03-17,Spring,Lorain High School,Lorain,OH,High,Cafeteria,Yes,Lunch,,,,No,No
19820319NVVAL,1982-03-19,Spring,Valley High School,Las Vegas,NV,High,Classroom,Yes,Morning Classes,7:50 AM,No,No,No,No
19820407CODEL,1982-04-07,Spring,Deer Creek Junior High School,Littleton,CO,High,Field (General),No,Lunch,,No,No,No,No
19820415MDFOB,1982-04-15,Spring,Forest Park Senior High School,Baltimore,MD,High,Hallway,Yes,After School,2:15 PM,No,No,No,No
19820429GARUE,1982-04-29,Spring,Russell High School,East Point,GA,High,Inside School Building,Yes,Morning Classes,10:30 AM,No,No,No,No
19820430FLANA,1982-04-30,Spring,Anniston High School,Anniston,FL,High,Parking Lot,Yes,Before School,7:25 AM,No,No,No,No
19820527NVGAL,1982-05-27,Spring,Garside Junior High School,Las Vegas,NV,Junior High,Beside Building,Yes,Dismissal,,,,No,
19820910VALAB,1982-09-10,Fall,Lake Braddock Secondary School,Burke,VA,Other,Inside School Building,Yes,Afternoon Classes,1:45 PM,No,No,No,No
19820915ARSOP,1982-09-15,Fall,South West Middle School,Pine Bluff,AR,Middle,Cafeteria,Yes,Lunch,,,,No,No
19821101NYELE,1982-11-01,Fall,Elmont Memorial High School,Elmont,NY,High,Inside School Building,Yes,Afternoon Classes,1:10 PM,No,No,No,No
19821108MICOD,1982-11-08,Fall,Cooley High School,Detroit,MI,High,Inside School Building,Yes,Morning Classes,8:10 AM,No,No,No,No
19821112MSWIJ,1982-11-12,Fall,Wingfield High School,Jackson,MS,High,Classroom,Yes,Afternoon Classes,,No,Yes,No,No
19821206ALHUH,1982-12-06,Winter,Huntsville High School,Huntsville,AL,High,Classroom,Yes,Morning Classes,11:45 AM,No,No,No,No
19821220MIFID,1982-12-20,Winter,Finney High School,Detroit,MI,High,Hallway,Yes,School Start,8:55 AM,No,No,No,No
19830118TXJOH,1983-01-18,Winter,John H. Reagan High School,Houston,TX,High,Office,Yes,Morning Classes,10:25 AM,No,Yes,No,No
19830120MOPAB,1983-01-20,Winter,Parkway South Middle School,Baldwin,MO,Middle,Inside School Building,Yes,Morning Classes,11:50 AM,Yes,No,No,No
19830128MDWIB,1983-01-28,Winter,William H. Lemmel Middle School,Baltimore,MD,Middle,Classroom,Yes,Morning Classes,,No,No,No,No
19830130TXWEC,1983-01-30,Winter,West Ward School,Coleman,TX,High,Basketball Court,No,Not a School Day,11:40 AM,No,No,No,
19830131FLDED,1983-01-31,Winter,DeLand High School,DeLand,FL,High,Bathroom,Yes,,,No,No,No,No
19830201TNRIM,1983-02-01,Winter,Riverdale High School,Murfreesboro,TN,High,School Bus,No,After School,,No,No,No,No
19830202NMALA,1983-02-02,Winter,Albuquerque High School,Alburquerque,NM,High,Field (General),Yes,Dismissal,,No,No,,
19830331ILSAC,1983-03-31,Spring,Santa Maria InCornata-Santa Lucia School,Chicago,IL,Other,Classroom,Yes,Morning Classes,,No,No,No,No
19830421MOBES,1983-04-21,Spring,Beaumont High School,St. Louis,MO,High,Hallway,Yes,Morning Classes,11:00 AM,No,No,No,No
19830516NYBRN,1983-05-16,Spring,Brentwood High School,New York,NY,High,Classroom,Yes,Lunch,12:45 PM,No,No,No,Yes
19830516TXLAD,1983-05-16,Spring,Lake Highland High School,Dallas,TX,High,Cafeteria,No,After School,,No,No,No,No
19830518FLNOM,1983-05-18,Spring,North Miami Senior High School,Miami,FL,High,Hallway,Yes,Afternoon Classes,2:30 PM,No,No,No,No
19830523OHMAM,1983-05-23,Spring,Mansfield Senior High School,Mansfield,OH,High,Beside Building,Yes,Before School,8:05 AM,No,No,No,No
19830526PAGRJ,1983-05-26,Spring,Greater Johnstown High School,Johnstown,PA,High,Other,Yes,,,No,No,No,No
19830912MIHED,1983-09-12,Fall,Henry Ford High School,Detroit,MI,High,Beside Building,Yes,School Start,8:45 AM,No,No,No,No
19830912CAMAC,1983-09-12,Fall,Manuel Dominguez High School,Compton,CA,High,Hallway,Yes,Morning Classes,,No,No,Yes,No
19830921MDWAB,1983-09-21,Fall,Walbrook High School,Baltimore,MD,High,Classroom,Yes,Morning Classes,11:00 AM,No,No,No,No
19830930TXTET,1983-09-30,Fall,Temple High School,Temple,TX,High,Football Field/Track,No,Sport Event,,No,No,No,No
19831007CACOL,1983-10-07,Fall,Compton High School,Los Angeles,CA,High,Hallway,Yes,,,No,No,Yes,No
19831022MDCAB,1983-10-22,Fall,Carver Vocational-Technical Senior High,Baltimore,MD,High,Beside Building,No,School Event,11:00 PM,No,No,No,No
19831108MIHIH,1983-11-08,Fall,Highland Park High School,Highland Park,MI,High,Inside School Building,Yes,Before School,7:50 AM,,No,No,No
19831117ILJAC,1983-11-17,Fall,James G. Blaine Elementary School,Chicago,IL,Elementary,Outside on School Property,Yes,After School,,No,No,Yes,No
19831118MDHAB,1983-11-18,Fall,Harlem Park Junior High School,Baltimore,MD,Junior High,Hallway,Yes,Afternoon Classes,1:25 PM,No,No,No,No
19831202INCRC,1983-12-02,Winter,Crawfordsville High School,Crawfordsville,IN,High,Cafeteria,Yes,Lunch,11:50 AM,No,No,No,No
19831216ILBOR,1983-12-16,Winter,Boylan Central Catholic High School,Rockford,IL,High,Classroom,Yes,Morning Classes,,No,No,No,Yes
19840105MDLAB,1984-01-05,Winter,Lake Clifton Senior HIgh School,Baltimore,MD,High,Parking Lot,No,After School,3:30 PM,No,No,No,No
19840206KYCEL,1984-02-06,Winter,Central High School,Louisville,KY,High,Outside on School Property,Yes,Lunch,,No,No,No,No
19840221TXSHH,1984-02-21,Winter,Sharpstown High School,Houston,TX,High,Classroom,Yes,Lunch,,No,No,No,No
19840224CA49L,1984-02-24,Winter,49th Street Elementary School,Los Angeles,CA,Elementary,Playground,Yes,After School,2:23 PM,No,No,No,Yes
19840405LACLC,1984-04-05,Spring,Clinton High School,Clinton,LA,High,Auditorium,Yes,,,,No,No,No
19840420MIPRD,1984-04-20,Spring,Precious Blood School,Detroit,MI,K-12,Classroom,Yes,,,No,No,No,No
19840426NCROW,1984-04-26,Spring,Rose Hill Magnolia Elementary School,Wallace,NC,Elementary,Classroom,Yes,,,No,No,No,No
19840515MTCMG,1984-05-15,Spring,C M Russell High School,Great Falls,MT,High,Parking Lot,Yes,After School,2:30 PM,No,No,No,No
19840517TXBOH,1984-05-17,Spring,Booker T. Washington High School,Houston,TX,High,Classroom,Yes,Morning Classes,10:45 AM,No,Yes,No,No
19840517IASOP,1984-05-17,Spring,Southeast Polk High School,Pleasant Hill,IA,High,Classroom,Yes,Morning Classes,10:45 AM,No,No,No,
19840518CANON,1984-05-18,Spring,Norco High School,Norco,CA,High,Hallway,Yes,Morning Classes,10:00 AM,No,No,No,No
19840522OHCLC,1984-05-22,Spring,Cleveland Heights High School,Cleveland Heights,OH,High,Classroom,Yes,,,No,No,No,No
19840710MIMUD,1984-07-10,Summer,Mumford High School,Detroit,MI,High,Beside Building,Yes,Lunch,11:15 AM,No,No,Yes,No
19840831LABOS,1984-08-31,Summer,Booker T. Washington High School,Shreveport,LA,High,Football Field/Track,No,Sport Event,,No,No,Yes,No
19840928TXMIH,1984-09-28,Fall,Millsap Elementary School,Houston,TX,Elementary,Front of School,Yes,Before School,8:40 AM,No,No,No,
19840928TXRIN,1984-09-28,Fall,Richland High School,North Richland Hills,TX,High,Classroom,Yes,,,,No,No,Yes
19841021PAWYE,1984-10-21,Fall,Wyoming Area High School,Exeter,PA,High,Field (General),No,Sport Event,,No,No,No,No
19841022MICED,1984-10-22,Fall,Central High School,Detroit,MI,High,Hallway,Yes,Afternoon Classes,1:25 PM,No,No,No,No
19841024MISOD,1984-10-24,Fall,Southeastern High School,Detroit,MI,High,Hallway,Yes,Morning Classes,11:20 AM,No,No,No,
19841024OHWEC,1984-10-24,Fall,West Elementary School Bus,Celina,OH,Elementary,School Bus,No,Before School,,No,Yes,No,No
